171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,
171,152,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,153,154,152,180,180,180,180,180,180,180,180,180,180,180,180,180,153,154,152,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,89,21,21,20,52,1,88,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,153,171,
171,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,33,2,4,36,18,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,171,
171,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,34,53,49,21,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,171,
171,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,0,0,71,99,99,99,99,74,0,97,99,99,105,34,37,52,21,51,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,100,100,100,100,100,102,0,0,0,0,129,171,
171,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,71,99,105,3,36,154,51,17,100,105,3,52,34,36,2,36,20,5,134,0,0,0,0,0,0,0,0,0,0,0,0,0,131,100,17,17,18,19,20,21,134,0,0,0,0,129,171,
171,134,0,0,0,0,0,0,0,0,0,0,0,97,100,100,100,100,100,100,100,102,0,0,129,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,0,71,99,105,51,50,2,17,154,35,154,50,36,37,4,19,3,36,2,88,180,182,0,0,0,0,0,0,0,0,0,0,0,97,100,17,17,33,33,34,35,36,37,134,0,0,0,0,129,171,
171,134,0,0,0,0,0,0,0,0,0,0,0,129,154,154,154,154,154,154,154,104,72,72,105,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,0,0,97,105,4,53,2,52,4,4,50,35,37,4,35,18,20,36,53,88,180,182,0,0,0,0,0,0,0,0,0,0,0,131,100,17,17,33,1,2,3,4,5,6,53,134,0,0,0,0,129,171,
171,134,0,0,0,0,0,0,0,0,0,0,97,105,154,154,154,88,180,180,180,180,89,154,154,154,134,0,0,0,0,0,0,0,0,0,0,0,0,0,129,154,134,0,0,0,0,0,97,99,105,154,3,5,2,36,88,180,89,37,36,20,88,180,180,180,180,182,0,0,0,0,0,0,0,97,100,100,100,100,100,17,17,33,33,49,154,154,154,154,5,6,69,134,0,0,0,0,129,171,
171,134,0,0,97,100,100,100,100,100,100,100,105,154,154,154,88,122,0,0,0,0,180,180,89,154,168,100,100,100,43,44,0,0,0,0,0,0,41,42,154,154,134,0,0,41,99,99,105,50,33,3,4,36,180,180,122,0,119,180,180,180,122,0,0,0,0,0,0,0,0,0,131,100,100,105,19,17,17,17,17,33,33,49,154,154,154,2,3,4,5,6,88,182,0,0,0,0,129,171,
171,134,0,0,129,2,3,4,5,6,3,4,154,154,154,88,122,0,0,0,0,0,0,0,27,179,179,179,179,179,59,60,0,0,0,0,0,0,57,58,179,179,30,0,0,57,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,19,5,18,33,33,33,33,33,49,154,154,154,81,1,2,154,4,5,88,182,0,0,0,0,0,129,171,
171,134,0,0,129,2,3,4,5,6,1,2,3,4,5,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,100,105,21,20,2,49,49,49,49,49,65,65,81,81,81,1,2,154,154,5,134,0,0,0,0,0,0,129,171,
171,134,0,0,129,2,3,4,5,6,1,1,2,3,4,104,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17,17,33,53,20,49,65,65,65,65,65,81,81,81,82,83,1,2,154,154,5,134,0,0,0,0,0,0,129,171,
171,134,0,0,129,2,3,4,5,6,17,17,1,1,1,1,104,73,73,73,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17,33,33,49,50,36,65,81,81,81,81,81,88,180,180,180,180,1,2,3,154,5,134,0,0,0,0,0,0,129,171,
171,134,0,0,129,2,3,4,5,6,33,33,17,17,17,17,1,1,1,2,3,104,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,180,180,180,180,89,81,81,81,82,88,180,180,122,0,0,0,0,129,2,3,154,5,134,0,0,0,0,0,0,129,171,
171,134,0,0,129,1,2,3,4,5,6,49,33,33,33,33,17,17,1,1,2,3,4,104,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,73,73,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,180,89,84,180,122,0,0,0,0,0,0,0,129,2,3,154,5,134,0,0,0,0,0,0,129,171,
171,134,0,0,129,1,2,3,4,5,6,65,49,49,49,49,33,33,17,1,1,1,2,3,104,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,33,17,104,73,73,73,73,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,122,0,0,0,0,0,0,0,0,0,129,2,3,154,5,134,0,0,0,0,0,0,129,171,
