2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,
1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,
1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,
1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,
1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,187,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,
1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,189,2,2,1,1,
2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,
1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,
1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,
2,2,2,2,2,2,2,2,1,1,1,2,2,1,187,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,
2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,
2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,187,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,
1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,
2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,
2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,
1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,
1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,
2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,
1,1,2,2,2,1,1,2,1,187,2,1,2,1,1,1,1,1,2,1,189,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,
1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,133,134,134,134,134,134,134,134,134,182,151,2,1,2,1,1,2,1,1,2,2,2,1,1,2,
2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,
2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,
2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,
1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,
1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,187,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,
